---EDNidJUA, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/05zppz,/m/09x0r"
--9O4XZOge4, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
--D32FJUFsA, 250.000, 260.000, "/m/02zsn"
--EQQVMYe50, 30.000, 40.000, "/m/02zsn,/m/09x0r"
--IHiTgsaIk, 10.000, 20.000, "/m/02zsn,/m/09x0r"
--K91QrLI4g, 30.000, 40.000, "/m/02zsn,/m/09x0r"
--VeqKi0cAg, 190.000, 200.000, "/m/02zsn,/m/09x0r"
--loQn6BCNI, 0.000, 10.000, "/m/02zsn,/m/09x0r"
--yR5KGI8zI, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-0N94QVF92E, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-0bjMm1TcEE, 110.000, 120.000, "/m/02zsn"
-0twihsb0tc, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r,/m/0ytgt"
-0usdCiFyBM, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/04rlf,/m/05zppz,/m/09x0r,/m/0ytgt"
-1426nJE87Y, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r,/m/0brhx"
-15_ujUhjGs, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-1TZhs31Ra0, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-1gVjWtwVrU, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-1sNum0POg8, 460.000, 470.000, "/m/02zsn,/m/04rlf,/m/09x0r"
-21pzcJW8O4, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/05zppz,/m/09x0r"
-247Mdo8nJ8, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-2WeKymlTLU, 20.000, 30.000, "/m/02zsn,/m/04rlf,/m/09x0r"
-2bEICf2gxU, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/04rlf,/m/09x0r"
-2weO-qglfk, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/05zppz,/m/09x0r"
-3K9y6H3Jos, 160.000, 170.000, "/m/02zsn"
-3N4z8SJpYU, 30.000, 40.000, "/m/02zsn,/m/09x0r"
-3nH8R0Ly8E, 0.000, 9.000, "/m/02zsn,/m/09x0r,/m/0ytgt"
-4FlKZIo8B4, 30.000, 40.000, "/m/02zsn,/m/09x0r"
-4FmIaYgLxY, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/04rlf,/m/09x0r"
-4U-8geHG1w, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-4c9EgbBqro, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-4i8PM8TZSU, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-4jYmwwf6h4, 0.000, 10.000, "/m/02zsn,/m/081rb,/m/09x0r"
-4v5dQcqDJA, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r,/m/0brhx"
-4wyHre2t2k, 110.000, 120.000, "/m/02zsn"
-5EoTUVneQA, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-5ObAgkqicQ, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-6EicsLmZv8, 100.000, 110.000, "/m/02zsn,/m/09x0r"
-6HYeYVRzAY, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/04rlf,/m/09x0r"
-6meh5lxxvc, 30.000, 40.000, "/m/02zsn,/m/05zppz,/m/09x0r"
-7DYigCiqUk, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-7RyES5gOQA, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-7cd9myo7J8, 30.000, 40.000, "/m/02zsn,/m/09x0r"
-7n2lwXUzvM, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-88W59dB47w, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-8JQlSX3qkA, 290.000, 300.000, "/m/02zsn,/m/09x0r,/t/dd00126"
-8ZJ_g59Bqg, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-8_-zx7UIPw, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-8yNBmjX1bE, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/09x0r,/m/0ytgt"
-8ysWJSrITc, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-8zyGG5y3io, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-92GhQGXNUg, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-92Uz9W1BJs, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-9BUVsu-Uwg, 30.000, 40.000, "/m/02zsn,/m/05zppz,/m/09x0r"
-9BXvWo46Zw, 30.000, 40.000, "/m/02zsn,/m/09x0r"
-9R4WPSKE3Q, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/05zppz,/m/09x0r"
-9l-036R7ec, 40.000, 50.000, "/m/02zsn"
-9qnOzVtk6s, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-A6zrwwCw5c, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-A8vyL66iIU, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-APqLffJetc, 570.000, 580.000, "/m/02zsn,/m/04rlf,/m/09x0r"
-AWQf-Q8j2k, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
-AZCNZUzxRs, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/09x0r"
