---EDNidJUA, 30.000, 40.000, "/m/02qldy,/m/02zsn,/m/05zppz,/m/09x0r"
--1l6WGE7AU, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--42a6bv16w, 30.000, 40.000, "/m/02qldy,/m/04rlf,/m/05zppz,/m/09x0r"
--6-d5gd2W8, 30.000, 40.000, "/m/02qldy,/m/04rlf,/m/05zppz,/m/09x0r"
--6STvL0FXE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--7UmfOkRbM, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--BIlxKVCYk, 30.000, 40.000, "/m/05zppz,/m/09x0r"
--FobqZvbgI, 30.000, 40.000, "/m/05zppz,/m/09x0r"
--HuBNHXu9I, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--KR9VeFjSs, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--Nu0Zp5uSA, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--U21ZpqhcI, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--Y72SFAlek, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r,/m/0brhx"
--bMrwySyI8, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--f4Zx92FcY, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--qEmwsjbkw, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-02YSCOiYzg, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0CAdy06NRo, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-0DO0ulATPY, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-0JimrDLSD4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r,/m/0brhx"
-0NxpZlO348, 30.000, 40.000, "/m/01h8n0,/m/05zppz,/m/09x0r"
-0O7GsELcIQ, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0Q2JWjbmLM, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0SQayvXyIQ, 110.000, 120.000, "/m/05zppz,/m/09x0r"
-0Y5M39myZY, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0b6o6CCL1E, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0dRRnf4umU, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-0kDcUEDfmY, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-0l8Gjpj4Fs, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-0usdCiFyBM, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/04rlf,/m/05zppz,/m/09x0r,/m/0ytgt"
-1-E--PSOCo, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-14IPlD0M-I, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-189Xfz_mVs, 9.000, 19.000, "/m/05zppz,/m/09x0r"
-1LVzn2C-yQ, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1UcysYcIKg, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1VjBaAlKxw, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1gFmvqgjDE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1ijhWgHCkk, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1pHbwCSAJ4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1ua-LaquHE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-1w9_EjwyHk, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-21pzcJW8O4, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/05zppz,/m/09x0r"
-25tHMOOS6s, 70.000, 80.000, "/m/05zppz,/m/09x0r"
-2BzUaIUUfo, 30.000, 40.000, "/m/02qldy,/m/03qtwd,/m/05zppz,/m/09x0r"
-2Ha-_EgvO4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2Lu0SNCewQ, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-2OpMzScbDU, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r,/m/0brhx"
-2WOk5PgZyA, 21.000, 31.000, "/m/05zppz,/m/06h7j,/m/09x0r,/t/dd00128"
-2aA-dp9B5I, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2coT4uowyU, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2dIEKebRDE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2gtDqFDHQE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2mdF47kZ2o, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2seVv9Yswg, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2u4hw6oLyI, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-2uzId2wIk0, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-2weO-qglfk, 30.000, 40.000, "/m/01h8n0,/m/02zsn,/m/05zppz,/m/09x0r"
-2xvB13pgTY, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-319SGjCMGA, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-31gkaJsxIc, 30.000, 40.000, "/m/01h8n0,/m/05zppz,/m/09x0r"
-3EeioNUMUo, 0.000, 5.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3VjHdukBO8, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3Y7UpepHrU, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3_lkimHOpc, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3jhHgFEUp4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3k02c01Lm4, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-3rT1s94s3c, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-3zdszDDTrg, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4-rtJzyJ1g, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-41SXF4cmdM, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-41h99KpEwE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-427zFFU4Kw, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-45Wo-6lCv4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4AfcOtCe3Y, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-4F1zgyNyik, 170.000, 180.000, "/m/05zppz"
-4Hk4Mei6a8, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4Puy4lAF1M, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4Ual_G0QG4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4ZxyJgbtpA, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4eyOzupAvA, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-4p4mZRIJ1s, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-4sslRtczhs, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-59Oa7KdvDk, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5TdUYzAwzc, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-5TlMbSgt6M, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5V8y8dngmg, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5cElIc9xQg, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-5gRi1NPsQE, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5j-oj5ID-I, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5leRAm-8nw, 30.000, 40.000, "/m/05zppz"
-5n7A64oa4w, 30.000, 40.000, "/m/01h8n0,/m/04rlf,/m/05zppz,/m/09x0r"
-5tNCVXXhYQ, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5wSbUe_xf0, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-5xVy_5R3U4, 30.000, 40.000, "/m/05zppz,/m/09x0r"
-5xxN-i5ZIE, 30.000, 40.000, "/m/04rlf,/m/05zppz,/m/09x0r"
-5zAKEhbRTM, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-63otBjL_pY, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-67PhVD0x6g, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-6GEKR3Iq2Y, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-6QX3C0u2qI, 30.000, 40.000, "/m/05zppz,/m/09x0r,/t/dd00128"
-6SIQ5CkmmY, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-6UermAGNuo, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
-6VFTlZsft4, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
